maxk,avgk,avgp,sigmak,sigmap,top10,top100,top1000,sup1000,histp20,histp40,histp60,histp80,histp100,histp_bound0,histp_bound5,histent20,histent40,histent60,histent80,histent100,histent_bound0,histent_bound5
825.0,56.648148148148145,0.25472055555555556,141.1550444392432,0.3282831657692321,37.0,9.0,8.0,0.0,34.0,5.0,7.0,0.0,8.0,3e-05,0.19998800000000003,6.0,7.0,8.0,25.0,8.0,0.0017683822464468054,0.38359578076662043
16015.0,655.984126984127,0.14146,2233.660718662808,0.26585619659853943,31.0,12.0,13.0,7.0,49.0,6.0,1.0,3.0,4.0,0.0,0.199942,4.0,7.0,14.0,27.0,11.0,0.002875492970439455,0.38699642239772375
26839.0,1291.7924528301887,0.11516471698113205,4943.044415034084,0.21621585975553587,29.0,11.0,6.0,7.0,45.0,2.0,2.0,2.0,2.0,0.0,0.185788,2.0,3.0,13.0,21.0,14.0,0.09686100823500268,0.42509916050186813
4185.0,90.54545454545455,0.2674569696969697,515.6214015652047,0.33973882875459577,47.0,12.0,6.0,1.0,38.0,12.0,4.0,3.0,9.0,2e-05,0.19998799999999997,9.0,3.0,12.0,30.0,12.0,0.0011605179458633813,0.3880537419219432
4796.0,104.13924050632912,0.2420258227848101,543.432986661491,0.35007299684931026,56.0,13.0,9.0,1.0,54.0,7.0,2.0,3.0,13.0,0.0,0.199998,10.0,8.0,18.0,31.0,12.0,8.239319586917867e-05,0.39001259346707723
5415.0,142.06382978723406,0.19281489361702125,780.6951458920283,0.2978059873929944,30.0,13.0,3.0,1.0,35.0,4.0,1.0,2.0,5.0,0.0,0.19905,3.0,3.0,8.0,19.0,14.0,0.023386167108465927,0.374291064846096
3701.0,113.79220779220779,0.2868653246753247,518.2286597973768,0.33908352377787665,55.0,15.0,5.0,2.0,45.0,11.0,5.0,5.0,11.0,0.0,0.19999,10.0,9.0,13.0,31.0,14.0,0.00041757154777593484,0.3730301477072432
1222.0,78.79729729729729,0.24271810810810812,220.42336289879603,0.3246669151302678,50.0,14.0,8.0,2.0,48.0,9.0,5.0,4.0,8.0,1e-05,0.19974800000000004,8.0,7.0,15.0,30.0,14.0,0.007036222748245243,0.37999291832445375
6607.0,227.32,0.1405256,963.8646676790263,0.2720160944956015,28.0,14.0,5.0,3.0,42.0,2.0,1.0,1.0,4.0,0.0,0.197068,4.0,6.0,10.0,14.0,16.0,0.06650075106072616,0.39547236163466654
24716.0,882.3432835820895,0.13929641791044775,3770.916356237363,0.24359800354977726,36.0,9.0,15.0,7.0,52.0,8.0,2.0,1.0,4.0,0.0,0.195554,3.0,9.0,19.0,21.0,15.0,0.10788946599168991,0.45087103977764803
4745.0,235.70666666666668,0.13663333333333333,760.9671175258203,0.21217152609046191,47.0,13.0,10.0,5.0,56.0,12.0,3.0,2.0,2.0,2e-05,0.19986399999999999,2.0,6.0,20.0,33.0,14.0,0.005706857981398204,0.3920888252369711
4748.0,129.97368421052633,0.21466684210526318,759.2556426437848,0.27290422983843965,32.0,5.0,0.0,1.0,24.0,9.0,0.0,2.0,3.0,3e-05,0.19669,2.0,7.0,7.0,13.0,9.0,0.06431837590998363,0.39652476061294406
849.0,41.140625,0.24098250000000002,123.78381699402138,0.33622516625302606,42.0,15.0,7.0,0.0,44.0,4.0,5.0,2.0,9.0,6e-05,0.19926600000000003,7.0,8.0,16.0,21.0,12.0,0.019909831835215,0.4032371279604517
2280.0,115.43636363636364,0.19506963636363633,338.76753969412897,0.26990491261630123,33.0,11.0,10.0,1.0,35.0,10.0,4.0,3.0,3.0,6e-05,0.1978,2.0,6.0,14.0,19.0,14.0,0.05942490952570954,0.41252355009791397
9390.0,447.16129032258067,0.157543064516129,1495.0343743329265,0.27017147279978004,38.0,11.0,6.0,7.0,47.0,7.0,2.0,2.0,4.0,0.0,0.196802,4.0,6.0,16.0,19.0,17.0,0.04614975050177292,0.4045652003872183
16749.0,517.9578947368421,0.15218336842105265,2095.216702349925,0.2635099625345682,57.0,18.0,13.0,7.0,75.0,7.0,2.0,5.0,6.0,0.0,0.19930399999999998,3.0,15.0,31.0,28.0,18.0,0.024761292753556652,0.3727620651603364
1997.0,127.22916666666667,0.159255,337.52019936981384,0.25477272845126103,27.0,9.0,11.0,1.0,35.0,6.0,3.0,1.0,3.0,1e-05,0.19612200000000002,4.0,4.0,13.0,21.0,6.0,0.10023815458529386,0.5031242061231835
30607.0,991.1206896551724,0.18467793103448277,4413.860672603763,0.26864979996885463,34.0,16.0,3.0,5.0,41.0,6.0,5.0,2.0,4.0,0.0,0.194498,3.0,7.0,11.0,24.0,13.0,0.08666126945087203,0.4373052289069389
6964.0,348.5681818181818,0.1627215909090909,1107.2051915793795,0.28528046264671464,25.0,6.0,9.0,4.0,34.0,3.0,1.0,2.0,4.0,0.0,0.199888,2.0,5.0,10.0,14.0,13.0,0.0044284045858121205,0.3623447182462866
9634.0,190.5952380952381,0.2782679761904762,1082.1591085269301,0.35828758787553067,58.0,18.0,5.0,3.0,54.0,7.0,4.0,5.0,14.0,0.0,0.199998,11.0,5.0,15.0,32.0,21.0,9.609889480774885e-05,0.35567258196642854
474.0,23.825396825396826,0.31182603174603174,72.04287517123237,0.35444989073183325,45.0,15.0,3.0,0.0,33.0,9.0,7.0,4.0,10.0,0.00011,0.200076,10.0,0.0,14.0,17.0,22.0,0.0005629725490875053,0.3747944554367543
1340.0,72.1864406779661,0.17226169491525425,214.76944473648007,0.2889402596992904,34.0,17.0,7.0,1.0,44.0,4.0,4.0,2.0,5.0,7e-05,0.19822199999999998,4.0,4.0,12.0,30.0,9.0,0.052631816905305655,0.41636819434425437
6683.0,224.6153846153846,0.24613824175824175,914.413867022408,0.353536752857584,67.0,13.0,5.0,6.0,64.0,3.0,7.0,2.0,15.0,0.0,0.19995400000000002,13.0,6.0,22.0,35.0,15.0,0.0021613502000801654,0.3832828822031658
6458.0,240.43396226415095,0.20284622641509434,982.30526918338,0.2991854119969719,35.0,11.0,4.0,3.0,36.0,8.0,1.0,2.0,6.0,0.0,0.197562,5.0,7.0,13.0,21.0,7.0,0.0582314806741588,0.44336286180348644
6261.0,454.2291666666667,0.18561229166666668,1171.8737709252816,0.2731043417529857,28.0,9.0,5.0,6.0,36.0,3.0,3.0,3.0,3.0,0.0,0.19823,2.0,6.0,10.0,21.0,9.0,0.04232089131773479,0.3889680813824982
14212.0,385.1216216216216,0.13654756756756756,1709.1982706671056,0.26972679262848703,36.0,16.0,17.0,5.0,60.0,5.0,1.0,3.0,5.0,0.0,0.199218,6.0,7.0,17.0,25.0,19.0,0.016220819767500335,0.3787176084323357
595.0,31.45,0.26762550000000007,95.70883362225942,0.3337395533017975,43.0,13.0,4.0,0.0,36.0,9.0,3.0,4.0,8.0,0.0001,0.20005,9.0,0.0,10.0,22.0,19.0,0.001369803592782095,0.35923116523420867
1637.0,117.81012658227849,0.19163734177215186,296.0682899307449,0.31430616110832976,44.0,22.0,11.0,2.0,60.0,5.0,3.0,1.0,10.0,1e-05,0.199946,8.0,9.0,11.0,27.0,24.0,0.002308846728945992,0.36287326963882055
16658.0,792.1860465116279,0.14481534883720928,2576.0449246390845,0.24424139817610332,22.0,6.0,9.0,6.0,33.0,3.0,3.0,3.0,1.0,0.0,0.194526,1.0,4.0,12.0,15.0,11.0,0.10779667801170312,0.42612577386268674
3515.0,140.68817204301075,0.2435948387096774,543.7739287231636,0.3050268254926692,68.0,14.0,7.0,4.0,57.0,12.0,9.0,7.0,8.0,0.0,0.199984,6.0,8.0,15.0,34.0,30.0,0.0006487231474257288,0.36902018132500064
7759.0,186.4,0.3257535,935.1583368606623,0.3727794591849851,56.0,16.0,5.0,3.0,44.0,7.0,9.0,5.0,15.0,0.0,0.199994,13.0,5.0,13.0,20.0,29.0,0.0003737372073830697,0.3377849377405161
17922.0,1879.8541666666667,0.151175,4136.635196577766,0.2672287101435772,24.0,6.0,6.0,12.0,36.0,8.0,0.0,0.0,4.0,0.0,0.199058,4.0,7.0,10.0,21.0,6.0,0.029570524056062832,0.41358585599447245
12401.0,539.625,0.11562145833333333,1960.6796082077424,0.229546356628946,23.0,9.0,13.0,3.0,39.0,4.0,3.0,0.0,2.0,0.0,0.199844,3.0,4.0,15.0,21.0,5.0,0.0068864656656716,0.3736346442570593
2184.0,119.06349206349206,0.2605771428571429,376.9791317964798,0.36376543392524374,40.0,14.0,7.0,2.0,42.0,5.0,2.0,3.0,11.0,1e-05,0.200002,8.0,10.0,14.0,23.0,8.0,0.0002724706292522453,0.3962794063677893
4600.0,192.75,0.22049075,711.5420314359511,0.32142266643694795,56.0,9.0,12.0,3.0,57.0,7.0,3.0,3.0,10.0,1e-05,0.19998800000000003,8.0,6.0,13.0,31.0,22.0,0.0007876815323952241,0.34311227591555304
15994.0,245.9277108433735,0.2247897590361446,1745.660118060307,0.29813430424662074,52.0,22.0,8.0,1.0,52.0,11.0,7.0,6.0,7.0,0.0,0.199924,5.0,10.0,29.0,31.0,8.0,0.002604539127256126,0.4029561995087818
11552.0,315.9782608695652,0.19281847826086956,1390.388786558738,0.2829553409144845,59.0,17.0,9.0,7.0,67.0,8.0,5.0,4.0,8.0,0.0,0.194692,6.0,11.0,27.0,40.0,8.0,0.12881555204596207,0.48572901279744823
4794.0,369.6865671641791,0.1257373134328358,933.0934782074571,0.2215726498194356,35.0,17.0,6.0,9.0,52.0,4.0,7.0,1.0,3.0,1e-05,0.18133000000000002,4.0,12.0,22.0,22.0,7.0,0.2236405553145911,0.5526153623152579
10301.0,257.5625,0.18739375000000003,1296.8941007629535,0.28410823531435603,42.0,13.0,7.0,2.0,46.0,6.0,5.0,1.0,6.0,0.0,0.19774,5.0,3.0,11.0,33.0,12.0,0.07189017998882728,0.4147490367104668
6689.0,211.66666666666666,0.1808135632183908,847.7225156863138,0.24131596000673092,60.0,14.0,8.0,5.0,59.0,13.0,8.0,3.0,4.0,0.0,0.197902,3.0,5.0,14.0,34.0,31.0,0.0672581317605409,0.40208570420129885
28098.0,783.2537313432836,0.1070013432835821,3521.2497541558732,0.2347019316411904,28.0,18.0,13.0,8.0,59.0,1.0,3.0,0.0,4.0,0.0,0.199184,3.0,9.0,24.0,24.0,7.0,0.019631328449935873,0.3935218631460464
4489.0,297.859649122807,0.19199526315789475,826.8344291840341,0.27660676136339885,35.0,8.0,9.0,5.0,41.0,5.0,3.0,4.0,4.0,0.0,0.19841,3.0,3.0,21.0,19.0,11.0,0.029678563270442,0.3920690175391756
25090.0,551.5405405405405,0.18566851351351352,2975.5039917824383,0.2702998700426762,48.0,14.0,7.0,5.0,49.0,12.0,4.0,3.0,6.0,0.0,0.19886600000000001,6.0,7.0,13.0,25.0,23.0,0.0259821317541612,0.384321330708347
6431.0,376.6,0.18644137500000002,1026.581409338782,0.3075603506945578,43.0,17.0,11.0,9.0,59.0,8.0,1.0,3.0,9.0,0.0,0.19976,5.0,13.0,12.0,32.0,18.0,0.008367187945545494,0.3503204266916251
4503.0,237.3230769230769,0.2389769230769231,791.2601849181382,0.33458957597410677,37.0,16.0,7.0,5.0,44.0,3.0,7.0,3.0,8.0,2e-05,0.199844,7.0,8.0,15.0,25.0,10.0,0.007093165419441299,0.38828538937742124
6167.0,238.64935064935065,0.22886168831168832,986.1277381790211,0.32650438091133244,50.0,19.0,3.0,5.0,53.0,5.0,6.0,3.0,10.0,1e-05,0.199974,8.0,12.0,26.0,23.0,8.0,0.0015478937883012301,0.38546432000828545
11392.0,682.3513513513514,0.11738324324324326,2103.97252597693,0.22238413096036078,16.0,13.0,3.0,5.0,29.0,6.0,0.0,0.0,2.0,0.0,0.191746,2.0,1.0,9.0,13.0,12.0,0.17617513034129587,0.47591979988207966
9578.0,271.48387096774195,0.18283204301075268,1103.518036187659,0.2855341266670677,47.0,24.0,18.0,4.0,65.0,9.0,8.0,4.0,7.0,0.0,0.199878,3.0,9.0,17.0,40.0,24.0,0.004818983693038543,0.35878187190689254
8208.0,507.5769230769231,0.1455253846153846,1532.5775340676876,0.2500958907826966,30.0,11.0,6.0,5.0,41.0,5.0,1.0,2.0,3.0,0.0,0.19322999999999999,5.0,4.0,16.0,14.0,13.0,0.15642573826953118,0.4554346298719262
1720.0,139.17021276595744,0.3426074468085106,374.4180914403404,0.4134879869744762,30.0,9.0,5.0,3.0,28.0,2.0,3.0,1.0,13.0,2e-05,0.19987,12.0,2.0,8.0,15.0,10.0,0.0050323534508881565,0.35609864938069524
4185.0,235.56451612903226,0.12702177419354838,753.9700007073899,0.23392173249604023,32.0,17.0,9.0,4.0,52.0,3.0,2.0,2.0,3.0,0.0,0.19792,4.0,4.0,7.0,27.0,20.0,0.06947432307051025,0.4108644627230166
13651.0,234.659793814433,0.20678773195876288,1395.5051547153348,0.31050201750595496,57.0,26.0,11.0,3.0,70.0,9.0,2.0,6.0,10.0,0.0,0.199638,8.0,7.0,30.0,30.0,22.0,0.012833235661786024,0.39629031734745673
1112.0,92.0754716981132,0.1363275471698113,217.15743780628105,0.23555712686042496,30.0,13.0,9.0,1.0,43.0,3.0,2.0,3.0,2.0,3e-05,0.19539800000000002,1.0,4.0,11.0,18.0,19.0,0.0994957733085587,0.4411308678279993
365.0,32.57142857142857,0.26374660714285714,81.78562071111304,0.3358835765308143,39.0,12.0,5.0,0.0,35.0,7.0,2.0,5.0,7.0,0.0001,0.20005799999999999,7.0,3.0,9.0,28.0,9.0,0.0012222946312198109,0.3927149477945263
5128.0,321.6142857142857,0.1767275714285714,886.4400921318796,0.29976714231185564,37.0,15.0,12.0,6.0,53.0,5.0,4.0,1.0,7.0,0.0,0.199904,6.0,5.0,22.0,25.0,12.0,0.0028931702117137143,0.37163306371597193
5396.0,315.0,0.11523470588235293,994.3601844757202,0.20837503112297723,14.0,9.0,9.0,2.0,26.0,3.0,3.0,1.0,1.0,1e-05,0.18187600000000004,2.0,3.0,8.0,12.0,9.0,0.22408131519292504,0.5183144156724097
3362.0,200.61290322580646,0.2282754838709677,557.0413013829495,0.3701995073308333,33.0,13.0,13.0,3.0,46.0,2.0,1.0,2.0,11.0,1e-05,0.19995800000000002,10.0,8.0,11.0,20.0,13.0,0.002412190074620709,0.37189767496532805
9415.0,383.11842105263156,0.22374368421052632,1436.2809335875,0.3063108761873093,47.0,13.0,11.0,5.0,51.0,6.0,7.0,4.0,8.0,0.0,0.199946,4.0,8.0,15.0,30.0,19.0,0.002265864506600209,0.37078763691574806
879.0,55.76,0.2014872,141.32551928084325,0.30257410464902645,31.0,10.0,9.0,0.0,37.0,2.0,3.0,5.0,3.0,0.00016,0.19968799999999998,3.0,6.0,13.0,12.0,16.0,0.015578471109598287,0.36624896087208314
5303.0,438.46153846153845,0.13647128205128206,999.5685183516357,0.2601920978734601,21.0,5.0,8.0,5.0,31.0,3.0,2.0,0.0,3.0,0.0,0.199468,2.0,3.0,9.0,15.0,10.0,0.017403528847491065,0.37153231081008353
3171.0,66.02941176470588,0.16214779411764704,382.30473564900274,0.20450367328676797,46.0,17.0,4.0,1.0,45.0,12.0,5.0,2.0,4.0,4e-05,0.168344,3.0,7.0,27.0,20.0,11.0,0.5164645265634945,0.7831361375673852
429.0,40.540983606557376,0.27882885245901634,84.13719743653898,0.3677288043845532,39.0,14.0,8.0,0.0,40.0,2.0,5.0,2.0,12.0,0.00011,0.20008399999999998,9.0,5.0,13.0,15.0,19.0,0.00028048718255355425,0.36811194104131956
13715.0,632.5454545454545,0.1511450649350649,2173.3496712191595,0.268539066657162,40.0,13.0,14.0,10.0,59.0,8.0,4.0,0.0,6.0,0.0,0.199826,6.0,11.0,18.0,31.0,11.0,0.00529183375632299,0.36892443767607336
2587.0,229.21666666666667,0.13258633333333333,548.1549687106941,0.25139529326651194,30.0,15.0,10.0,5.0,48.0,6.0,1.0,1.0,4.0,2e-05,0.19261799999999998,7.0,3.0,17.0,22.0,11.0,0.17606449357605708,0.510605532054818
37166.0,761.921052631579,0.18533460526315787,4358.463583598788,0.2755030511553308,48.0,14.0,9.0,5.0,54.0,7.0,6.0,5.0,4.0,0.0,0.199868,5.0,4.0,23.0,26.0,18.0,0.0054958922791346005,0.3639530553779303
31436.0,614.360824742268,0.17013092783505154,3284.8319048318717,0.2875656085895339,58.0,20.0,10.0,9.0,76.0,6.0,4.0,3.0,8.0,0.0,0.199996,6.0,10.0,15.0,33.0,33.0,0.00017407388589577938,0.3322590884293149
8782.0,480.8205128205128,0.1747520512820513,1531.2004653931665,0.3130039560098938,21.0,11.0,2.0,5.0,32.0,1.0,0.0,0.0,6.0,0.0,0.195396,4.0,4.0,9.0,15.0,7.0,0.10651161708834958,0.4431161712467605
4997.0,420.6041666666667,0.18061354166666665,993.2445515326552,0.3039321120160552,26.0,8.0,7.0,7.0,37.0,3.0,1.0,1.0,6.0,0.0,0.193462,4.0,5.0,14.0,16.0,9.0,0.13592960896286996,0.46179247833635895
